freq Hz, BW octaves, EDT s, r, T20 s, r, T30 s, r, Topt s, r, ToptStart dB, ToptEnd dB, reverse/forward filtered
250.0, 1/1, 0.6284672717715829, -0.995100039716599, 0.6060963887556189, -0.9971604650957162, 0.6215662059972906, -0.9982478320832638, 0.6366217306835078, -0.9985026584946392, -5, -40, Forward
500.0, 1/1, 0.6598143073499958, -0.9418835367109621, 0.7786445383526176, -0.9962213717345388, 0.7771389717599202, -0.9987909522241533, 0.7593549979767976, -0.9993937422551363, -5, -49, Forward
1000.0, 1/1, 0.857680324836031, -0.9429784226433611, 0.7729574238951734, -0.9978749507575833, 0.8028444379523831, -0.998895683492411, 0.830456108541377, -0.9993512074947751, -5, -49, Forward
2000.0, 1/1, 0.6676804660557717, -0.9805060231307271, 0.728956905184771, -0.9991768082403503, 0.7485365698932631, -0.9995163189360572, 0.7528697054693404, -0.9995262126497994, -5, -37, Forward
4000.0, 1/1, 0.6220259143053158, -0.9853078658638005, 0.6193046184107567, -0.9995498423847448, 0.6321026151225725, -0.9996456947460269, 0.6233923951840336, -0.99972268858788, -5, -31, Forward
