freq Hz, BW octaves, EDT s, r, T20 s, r, T30 s, r, Topt s, r, ToptStart dB, ToptEnd dB, reverse/forward filtered
250.0, 1/1, 0.666211077171066, -0.9943607750724363, 0.5950848807212622, -0.9970680029951636, 0.5980799122263016, -0.9981973920100945, 0.6001396673439331, -0.9985628756513235, -5, -37, Forward
500.0, 1/1, 0.7043322015608089, -0.9389130987727319, 0.7927834831991475, -0.9969140306329012, 0.7907684778416924, -0.9990011030902125, 0.7699640624845528, -0.9991896950267747, -5, -49, Forward
1000.0, 1/1, 0.8423367587847129, -0.9508746477189476, 0.8402733846666579, -0.9987762570113295, 0.8419961011229321, -0.9995344705745001, 0.8535977040816879, -0.9997140487737614, -5, -47, Forward
2000.0, 1/1, 0.6967546747989335, -0.9873634782843811, 0.7674496037181827, -0.9988712294924603, 0.7654344737881187, -0.9993699902292563, 0.7752721441368365, -0.9994755392432109, -5, -40, Forward
4000.0, 1/1, 0.6249550741702362, -0.9909481700322474, 0.6340794912631613, -0.9996951079450985, 0.6542479750261464, -0.9995884015333557, 0.6349109322605144, -0.9997578319497296, -5, -27, Forward
