freq Hz, BW octaves, EDT s, r, T20 s, r, T30 s, r, Topt s, r, ToptStart dB, ToptEnd dB, reverse/forward filtered
250.0, 1/1, 0.6374922012419407, -0.9949141651990488, 0.5803599309220181, -0.997113639609274, 0.6002850636888193, -0.9980188036506054, 0.609618872544386, -0.9982904549366801, -5, -38, Forward
500.0, 1/1, 0.6628416554600788, -0.9457678254774733, 0.7928180943977882, -0.9963359727118485, 0.7829674314029165, -0.9985659330058578, 0.7692199057231934, -0.9992533365833685, -5, -48, Forward
1000.0, 1/1, 0.9079711614764002, -0.9467706295739549, 0.8021066630102355, -0.9974683975165306, 0.8162665633440832, -0.9990887268312177, 0.8386909412192998, -0.9994820849743478, -5, -49, Forward
2000.0, 1/1, 0.6616883040839882, -0.9849922150313923, 0.7437901000010003, -0.9982213771618392, 0.7709905403389036, -0.999135382444069, 0.7873509672206447, -0.9994916542328001, -5, -47, Forward
4000.0, 1/1, 0.6158135979448633, -0.989608120874102, 0.6312538240211727, -0.99986880627667, 0.6411802717542217, -0.9998333719441052, 0.6309048106182376, -0.999888123337077, -5, -27, Forward
